generation,rule,min,avg,max,neighbour,ca_size
58,106,9,25.6,42,3,8
58,106,22,33.0,44,3,8
58,106,11,32.2,50,3,8
58,202,10,11.4,17,3,8
58,106,30,36.2,56,3,8
58,234,12,27.0,38,3,8
58,104,9,21.4,37,3,8
58,106,11,37.6,54,3,8
58,234,10,35.6,46,3,8
58,238,8,10.0,15,3,8
58,234,13,37.6,63,3,8
58,74,8,9.6,10,3,8
58,234,12,46.6,116,3,8
58,170,9,29.4,50,3,8
58,170,11,26.0,38,3,8
58,234,9,20.0,27,3,8
58,234,9,29.0,52,3,8
58,238,8,8.6,9,3,8
59,106,13,27.6,35,3,8
59,10,9,9.8,10,3,8
59,98,9,28.6,73,3,8
59,40,17,29.8,40,3,8
59,106,8,27.4,44,3,8
59,106,11,38.4,69,3,8
59,106,10,14.4,31,3,8
59,106,16,39.2,69,3,8
59,106,11,44.6,99,3,8
59,106,10,28.4,43,3,8
59,106,9,27.2,43,3,8
59,106,29,38.4,51,3,8
59,106,13,54.0,95,3,8
59,106,9,40.0,118,3,8
59,110,8,9.0,11,3,8
59,106,8,24.2,44,3,8
59,106,26,35.0,50,3,8
59,74,8,9.0,10,3,8
59,104,9,22.4,33,3,8
59,106,35,42.4,63,3,8
60,106,11,22.8,38,3,8
60,235,9,39.2,71,3,8
60,122,9,9.4,10,3,8
60,74,9,9.6,10,3,8
60,106,9,34.8,45,3,8
60,104,8,16.8,40,3,8
60,122,9,10.0,11,3,8
60,106,30,46.0,64,3,8
60,104,10,17.6,38,3,8
60,98,9,43.4,111,3,8
60,106,9,31.4,63,3,8
60,104,8,20.4,34,3,8
60,106,9,37.4,69,3,8
60,106,26,31.6,37,3,8
60,106,15,28.4,44,3,8
60,106,19,32.0,43,3,8
60,74,9,9.6,10,3,8
60,106,9,28.6,58,3,8
60,26,10,13.6,20,3,8
60,234,8,20.4,38,3,8
61,106,31,39.2,57,3,8
61,74,8,9.0,10,3,8
61,106,32,36.0,42,3,8
61,106,15,33.6,46,3,8
61,106,10,29.8,41,3,8
61,106,14,33.0,50,3,8
61,104,9,25.2,38,3,8
61,106,10,42.2,116,3,8
61,106,11,24.2,35,3,8
61,106,9,19.2,32,3,8
61,106,29,40.0,60,3,8
61,106,13,35.2,61,3,8
61,106,8,24.6,37,3,8
61,72,9,9.6,11,3,8
61,106,20,32.8,45,3,8
61,122,8,9.2,10,3,8
61,122,9,9.4,10,3,8
61,106,9,25.4,44,3,8
61,106,28,44.2,70,3,8
61,104,10,31.2,43,3,8
62,106,10,53.4,109,3,8
62,110,8,16.0,32,3,8
62,106,10,35.4,65,3,8
62,42,30,36.6,44,3,8
62,106,27,34.8,54,3,8
62,106,24,37.6,49,3,8
62,98,9,55.6,130,3,8
62,122,8,8.6,10,3,8
62,106,13,33.2,43,3,8
62,106,9,24.0,42,3,8
62,106,34,44.4,61,3,8
62,110,9,9.6,11,3,8
62,42,30,41.8,61,3,8
62,226,9,13.6,23,3,8
62,106,8,21.8,35,3,8
62,106,10,20.0,41,3,8
62,106,10,25.2,40,3,8
62,106,12,31.2,59,3,8
62,106,33,38.8,46,3,8
62,99,10,29.8,51,3,8
63,106,11,31.0,38,3,8
63,98,11,19.6,29,3,8
63,106,12,27.4,36,3,8
63,104,25,44.8,99,3,8
63,122,9,9.6,10,3,8
63,106,9,28.0,47,3,8
63,106,28,37.0,58,3,8
63,106,12,47.0,127,3,8
63,74,8,9.6,10,3,8
63,122,10,10.0,10,3,8
63,106,23,30.6,38,3,8
63,111,8,8.8,10,3,8
63,168,9,24.6,59,3,8
63,107,9,21.6,34,3,8
63,106,27,46.6,116,3,8
63,46,9,13.2,21,3,8
63,42,9,22.6,37,3,8
63,106,8,34.2,69,3,8
63,106,9,29.4,39,3,8
63,44,9,20.2,62,3,8
64,106,28,56.0,116,3,8
64,78,10,19.6,40,3,8
64,74,9,9.6,10,3,8
64,105,11,15.0,26,3,8
64,106,10,23.6,34,3,8
64,106,19,31.2,43,3,8
64,170,9,19.2,36,3,8
64,42,24,27.8,34,3,8
64,122,8,9.2,10,3,8
64,46,8,11.2,16,3,8
64,106,33,40.2,48,3,8
64,26,8,11.8,16,3,8
64,106,10,29.8,45,3,8
64,106,29,41.6,63,3,8
64,232,17,26.2,34,3,8
64,234,10,24.8,30,3,8
64,106,8,14.8,28,3,8
64,78,13,17.0,25,3,8
64,106,14,31.2,42,3,8
64,98,11,19.2,25,3,8
65,106,9,19.4,37,3,8
65,74,8,8.8,9,3,8
65,106,15,35.8,64,3,8
65,107,9,33.4,78,3,8
65,74,9,9.8,12,3,8
65,106,31,39.6,55,3,8
65,106,14,27.4,46,3,8
65,106,10,30.6,46,3,8
65,122,8,9.6,10,3,8
65,106,14,32.4,44,3,8
65,106,11,33.0,54,3,8
65,98,9,13.4,23,3,8
65,98,10,17.2,30,3,8
65,104,10,25.2,43,3,8
65,106,11,29.2,41,3,8
65,105,9,11.2,14,3,8
65,234,9,26.2,55,3,8
65,106,14,38.0,68,3,8
65,102,13,18.8,27,3,8
65,42,11,31.8,48,3,8
66,106,13,25.4,41,3,8
66,106,13,34.4,55,3,8
66,72,9,9.0,9,3,8
66,106,13,27.8,42,3,8
66,235,11,28.4,35,3,8
66,106,10,36.6,68,3,8
66,107,10,23.0,41,3,8
66,42,9,33.0,49,3,8
66,239,9,9.6,10,3,8
66,202,9,13.4,27,3,8
66,106,14,31.2,41,3,8
66,98,10,16.2,26,3,8
66,75,9,9.4,10,3,8
66,106,30,44.8,71,3,8
66,238,9,11.4,19,3,8
66,106,26,50.0,115,3,8
66,106,10,34.6,72,3,8
66,122,8,9.2,11,3,8
66,34,9,9.2,10,3,8
66,106,26,30.2,35,3,8
67,106,12,21.6,33,3,8
67,42,13,30.2,38,3,8
67,107,27,38.4,48,3,8
67,42,11,20.8,31,3,8
67,104,9,28.4,37,3,8
67,106,26,34.0,42,3,8
67,122,8,9.4,10,3,8
67,104,11,24.4,38,3,8
67,106,12,35.6,57,3,8
67,126,9,9.6,10,3,8
67,106,29,36.2,43,3,8
67,98,10,22.2,58,3,8
67,106,31,38.2,51,3,8
67,106,29,50.4,82,3,8
67,106,28,45.0,77,3,8
67,170,10,20.4,31,3,8
67,106,36,44.2,52,3,8
67,122,8,9.4,10,3,8
67,106,10,30.4,44,3,8
67,106,8,22.2,43,3,8
68,106,23,43.2,69,3,8
68,122,8,8.8,10,3,8
68,234,9,25.4,40,3,8
68,232,11,21.4,31,3,8
68,106,10,21.6,32,3,8
68,238,9,13.8,24,3,8
68,234,12,31.4,43,3,8
68,34,9,9.6,10,3,8
68,106,29,36.6,57,3,8
68,238,9,12.6,26,3,8
68,106,11,29.8,46,3,8
68,98,8,20.6,38,3,8
68,106,10,27.2,40,3,8
68,99,10,21.4,32,3,8
68,110,9,9.4,11,3,8
68,107,9,25.4,42,3,8
68,104,11,26.4,43,3,8
68,42,9,32.0,55,3,8
68,42,16,33.8,42,3,8
68,110,9,13.0,28,3,8
69,106,8,28.8,43,3,8
69,122,8,9.0,10,3,8
69,74,9,10.6,13,3,8
69,239,9,9.2,10,3,8
69,106,36,44.6,66,3,8
69,106,18,37.8,60,3,8
69,104,9,24.2,43,3,8
69,234,11,26.2,38,3,8
69,104,9,16.8,35,3,8
69,107,10,24.6,40,3,8
69,106,11,30.0,63,3,8
69,106,9,21.4,47,3,8
69,106,15,38.2,66,3,8
69,106,11,30.8,69,3,8
69,106,11,33.6,50,3,8
69,107,13,40.2,71,3,8
69,78,11,14.6,20,3,8
69,106,8,24.4,50,3,8
69,98,10,21.0,33,3,8
69,104,9,23.2,41,3,8
70,106,10,38.4,111,3,8
70,106,9,35.0,57,3,8
70,107,10,21.6,29,3,8
70,122,8,9.4,10,3,8
70,122,8,9.2,11,3,8
70,102,19,33.8,91,3,8
70,106,29,32.6,37,3,8
70,114,8,9.6,11,3,8
70,234,11,29.4,38,3,8
70,96,8,9.4,10,3,8
70,106,20,31.0,35,3,8
70,106,8,27.2,42,3,8
70,115,9,11.0,16,3,8
70,106,32,55.8,124,3,8
70,106,9,32.2,66,3,8
70,122,9,9.4,10,3,8
70,106,28,38.8,59,3,8
70,106,11,34.0,46,3,8
70,238,8,12.2,21,3,8
70,106,9,20.6,37,3,8
71,106,9,28.6,43,3,8
71,106,9,30.8,47,3,8
71,106,10,31.0,68,3,8
71,110,9,11.6,20,3,8
71,106,10,29.8,41,3,8
71,100,9,10.0,11,3,8
71,108,11,21.8,35,3,8
71,42,29,44.0,60,3,8
71,107,24,47.0,105,3,8
71,238,8,11.2,20,3,8
71,106,9,28.8,46,3,8
71,106,11,29.2,40,3,8
71,107,11,31.8,52,3,8
71,110,9,16.6,31,3,8
71,238,8,10.0,12,3,8
71,104,8,19.4,40,3,8
71,106,10,40.8,102,3,8
71,74,9,9.8,10,3,8
71,234,27,51.0,106,3,8
71,106,9,29.6,42,3,8
72,42,17,35.2,42,3,8
72,42,9,28.0,42,3,8
72,58,8,9.0,10,3,8
72,26,8,9.8,12,3,8
72,42,9,25.6,43,3,8
72,42,10,30.0,47,3,8
72,42,10,33.4,60,3,8
72,42,28,33.6,41,3,8
72,43,31,38.6,50,3,8
72,58,8,9.0,10,3,8
72,234,28,32.0,42,3,8
72,202,10,14.8,27,3,8
72,234,11,45.0,96,3,8
72,234,10,29.6,52,3,8
72,234,11,22.4,40,3,8
72,234,26,37.4,61,3,8
72,250,8,9.0,10,3,8
72,218,17,37.6,60,3,8
72,202,10,19.4,39,3,8
72,250,8,9.8,11,3,8
73,43,11,28.2,44,3,8
73,43,27,33.8,39,3,8
73,9,9,9.8,10,3,8
73,43,11,36.0,59,3,8
73,47,9,9.4,10,3,8
73,171,25,37.4,55,3,8
73,40,9,33.0,67,3,8
73,11,8,9.2,10,3,8
73,43,10,33.6,58,3,8
73,107,12,23.8,30,3,8
73,42,11,39.2,65,3,8
73,98,11,17.2,28,3,8
73,40,9,17.4,33,3,8
73,58,8,9.0,10,3,8
73,170,18,28.8,39,3,8
73,34,9,9.6,10,3,8
73,106,24,37.0,44,3,8
73,43,28,33.4,37,3,8
73,42,19,33.0,45,3,8
73,42,29,34.0,39,3,8
74,42,13,27.6,35,3,8
74,34,8,9.0,10,3,8
74,42,35,43.4,59,3,8
74,46,8,14.4,28,3,8
74,42,16,37.4,48,3,8
74,98,9,23.6,35,3,8
74,34,9,9.4,10,3,8
74,42,14,30.8,46,3,8
74,42,10,26.6,67,3,8
74,42,11,22.0,35,3,8
74,43,10,25.4,38,3,8
74,43,15,36.6,53,3,8
74,11,10,10.0,10,3,8
74,155,8,9.4,10,3,8
74,43,31,36.6,45,3,8
74,59,9,9.8,10,3,8
74,11,8,9.2,10,3,8
74,43,11,29.0,44,3,8
74,43,9,24.0,34,3,8
74,99,10,17.8,30,3,8
75,42,21,30.8,37,3,8
75,42,10,25.0,40,3,8
75,122,9,10.0,11,3,8
75,162,9,12.8,17,3,8
75,42,11,32.6,43,3,8
75,42,18,31.2,55,3,8
75,42,26,31.8,38,3,8
75,38,8,8.8,10,3,8
75,42,27,30.6,34,3,8
75,59,9,9.6,10,3,8
75,43,8,19.6,35,3,8
75,43,9,24.2,42,3,8
75,163,9,15.2,32,3,8
75,43,20,28.8,44,3,8
75,35,8,9.2,10,3,8
75,11,8,9.2,10,3,8
75,35,9,9.6,10,3,8
75,47,9,9.6,10,3,8
75,107,10,22.4,41,3,8
75,11,8,9.4,10,3,8
76,42,10,35.2,67,3,8
76,43,24,35.0,69,3,8
76,40,9,10.0,13,3,8
76,42,10,14.8,27,3,8
76,42,11,35.2,56,3,8
76,104,11,26.8,45,3,8
76,43,15,23.4,31,3,8
76,42,10,27.0,42,3,8
76,42,11,31.0,48,3,8
76,43,9,29.8,43,3,8
76,42,15,29.4,43,3,8
76,170,12,27.6,49,3,8
76,106,9,21.8,47,3,8
76,42,11,36.6,56,3,8
76,34,8,9.4,10,3,8
76,42,13,30.4,41,3,8
76,42,10,24.8,31,3,8
76,170,26,34.2,52,3,8
76,35,8,9.2,10,3,8
76,42,27,31.4,37,3,8
77,42,9,26.6,38,3,8
77,14,8,9.6,11,3,8
77,35,9,9.2,10,3,8
77,42,22,40.2,81,3,8
77,166,8,11.2,14,3,8
77,42,18,29.4,37,3,8
77,32,9,9.4,10,3,8
77,139,9,11.2,13,3,8
77,42,11,28.4,45,3,8
77,42,9,25.0,41,3,8
77,170,14,30.6,45,3,8
77,42,10,27.6,49,3,8
77,170,11,35.6,59,3,8
77,234,9,36.4,67,3,8
77,174,11,15.8,26,3,8
77,174,8,9.2,11,3,8
77,170,12,24.4,35,3,8
77,184,9,12.0,24,3,8
77,138,8,12.2,22,3,8
77,168,9,27.8,87,3,8
78,42,24,30.4,41,3,8
78,98,9,17.8,36,3,8
78,42,13,25.4,33,3,8
78,42,8,20.4,41,3,8
78,106,29,45.0,64,3,8
78,42,10,24.2,36,3,8
78,136,8,16.8,24,3,8
78,42,9,27.6,47,3,8
78,42,26,33.4,46,3,8
78,10,9,9.8,10,3,8
78,42,9,22.8,37,3,8
78,34,8,9.2,10,3,8
78,46,8,17.6,42,3,8
78,162,15,19.8,27,3,8
78,46,10,10.8,14,3,8
78,106,9,33.4,45,3,8
78,40,8,16.8,32,3,8
78,47,9,9.8,10,3,8
78,43,16,35.4,56,3,8
78,186,8,9.0,10,3,8
79,106,9,22.4,34,3,8
79,104,10,20.8,39,3,8
79,106,15,40.0,54,3,8
79,106,21,32.4,53,3,8
79,106,11,26.6,66,3,8
79,42,9,19.2,38,3,8
79,110,9,11.0,18,3,8
79,96,8,10.8,14,3,8
79,104,9,18.8,43,3,8
79,74,9,11.8,17,3,8
79,42,14,30.8,40,3,8
79,107,29,32.6,35,3,8
79,42,10,23.2,41,3,8
79,42,9,34.2,52,3,8
79,43,10,34.8,52,3,8
79,42,12,26.8,40,3,8
79,56,9,9.2,10,3,8
79,42,10,24.2,39,3,8
79,106,26,37.8,52,3,8
79,40,14,20.8,31,3,8
80,107,11,29.2,55,3,8
80,235,21,33.6,52,3,8
80,123,9,9.4,10,3,8
80,107,11,36.8,51,3,8
80,239,9,9.6,10,3,8
80,42,9,25.8,44,3,8
80,107,16,30.2,41,3,8
80,41,10,17.6,31,3,8
80,235,28,31.0,38,3,8
80,43,11,42.8,64,3,8
80,106,9,25.8,57,3,8
80,42,9,25.4,45,3,8
80,98,12,19.2,23,3,8
80,78,11,16.6,26,3,8
80,98,10,18.8,25,3,8
80,106,12,32.2,48,3,8
80,122,8,9.4,11,3,8
80,98,9,18.8,35,3,8
80,107,16,49.6,124,3,8
80,122,8,9.6,10,3,8
81,235,9,21.2,34,3,8
81,27,9,10.2,13,3,8
81,225,9,10.2,12,3,8
81,171,10,20.6,42,3,8
81,235,9,28.2,42,3,8
81,233,9,18.0,32,3,8
81,235,9,17.2,27,3,8
81,235,10,29.2,55,3,8
81,251,9,9.0,9,3,8
81,226,9,15.8,25,3,8
81,235,10,25.2,48,3,8
81,203,12,26.8,38,3,8
81,235,24,38.0,55,3,8
81,203,15,28.2,46,3,8
81,41,11,15.4,25,3,8
81,235,8,19.8,28,3,8
81,227,9,10.4,15,3,8
81,251,9,9.6,10,3,8
81,227,9,9.4,11,3,8
81,232,14,32.6,50,3,8
82,235,16,30.6,40,3,8
82,251,9,9.4,10,3,8
82,233,9,19.2,34,3,8
82,235,12,27.6,35,3,8
82,75,9,11.0,18,3,8
82,187,9,9.2,10,3,8
82,162,9,13.2,20,3,8
82,251,9,9.6,10,3,8
82,235,10,30.0,47,3,8
82,187,8,9.0,10,3,8
82,203,11,20.8,49,3,8
82,203,11,23.4,33,3,8
82,239,8,9.2,10,3,8
82,175,10,10.0,10,3,8
82,203,10,26.8,37,3,8
82,203,12,19.2,29,3,8
82,206,9,29.4,46,3,8
82,203,13,20.4,43,3,8
82,203,10,17.0,25,3,8
82,202,10,23.2,33,3,8
83,235,10,29.2,75,3,8
83,251,8,9.2,10,3,8
83,235,12,20.2,40,3,8
83,202,9,15.8,25,3,8
83,233,9,23.4,39,3,8
83,235,34,50.8,74,3,8
83,235,8,26.8,39,3,8
83,227,9,14.8,26,3,8
83,235,10,22.2,33,3,8
83,235,8,23.0,45,3,8
83,203,11,23.2,32,3,8
83,207,8,9.0,10,3,8
83,201,15,34.0,41,3,8
83,203,16,25.8,35,3,8
83,203,11,28.4,50,3,8
83,202,9,14.8,35,3,8
83,139,9,14.0,26,3,8
83,75,9,9.2,10,3,8
83,203,9,16.0,23,3,8
83,203,9,29.0,58,3,8
84,235,23,31.6,42,3,8
84,235,24,52.4,118,3,8
84,227,9,12.0,17,3,8
84,233,10,17.8,27,3,8
84,203,13,17.4,22,3,8
84,106,11,31.8,60,3,8
84,234,22,30.0,37,3,8
84,163,10,13.6,17,3,8
84,171,11,23.4,44,3,8
84,139,8,9.4,11,3,8
84,203,11,20.2,35,3,8
84,203,16,25.2,37,3,8
84,75,8,13.8,29,3,8
84,219,8,9.2,10,3,8
84,203,10,16.6,25,3,8
84,203,9,22.6,50,3,8
84,219,8,9.4,10,3,8
84,234,11,31.0,45,3,8
84,201,16,35.0,60,3,8
84,203,13,20.0,43,3,8
85,235,12,35.6,54,3,8
85,235,10,48.8,134,3,8
85,171,9,25.2,42,3,8
85,235,15,41.0,61,3,8
85,235,9,25.8,44,3,8
85,235,16,37.8,67,3,8
85,251,9,9.8,10,3,8
85,175,9,9.8,10,3,8
85,235,12,31.2,38,3,8
85,107,10,27.4,45,3,8
85,235,9,37.0,55,3,8
85,248,8,9.0,10,3,8
85,235,8,27.2,59,3,8
85,235,18,33.4,46,3,8
85,235,9,32.6,53,3,8
85,235,11,27.2,42,3,8
85,235,23,37.2,61,3,8
85,235,9,22.6,33,3,8
85,235,12,27.2,39,3,8
85,235,10,25.8,34,3,8
86,235,10,33.6,44,3,8
86,203,8,14.6,20,3,8
86,235,10,29.4,41,3,8
86,251,9,9.6,10,3,8
86,207,9,9.6,10,3,8
86,239,8,9.2,10,3,8
86,233,10,19.8,31,3,8
86,251,9,9.8,11,3,8
86,235,24,43.4,70,3,8
86,203,14,17.2,25,3,8
86,235,32,36.8,45,3,8
86,235,9,26.2,37,3,8
86,179,9,9.6,10,3,8
86,235,12,28.0,49,3,8
86,171,9,38.0,58,3,8
86,141,10,16.2,20,3,8
86,235,26,51.4,123,3,8
86,202,11,17.4,26,3,8
86,107,9,32.8,49,3,8
86,232,23,33.8,40,3,8
87,235,9,29.0,73,3,8
87,107,12,49.8,133,3,8
87,233,9,19.2,33,3,8
87,235,10,29.8,44,3,8
87,171,11,26.0,41,3,8
87,171,14,30.4,40,3,8
87,235,10,25.4,33,3,8
87,235,26,42.2,61,3,8
87,235,11,27.8,51,3,8
87,233,12,27.0,58,3,8
87,235,10,25.2,42,3,8
87,239,8,8.8,10,3,8
87,235,10,20.2,29,3,8
87,235,17,27.8,40,3,8
87,235,10,42.2,113,3,8
87,235,9,23.8,43,3,8
87,227,9,12.2,24,3,8
87,251,8,8.6,9,3,8
87,229,9,9.6,10,3,8
87,235,34,45.6,64,3,8
88,235,9,17.8,31,3,8
88,234,25,32.0,40,3,8
88,227,8,8.8,9,3,8
88,235,15,35.4,68,3,8
88,235,9,30.4,49,3,8
88,243,8,9.2,10,3,8
88,251,8,9.4,11,3,8
88,235,12,29.6,59,3,8
88,107,11,29.2,38,3,8
88,235,13,32.2,55,3,8
88,235,9,41.4,71,3,8
88,235,10,26.2,47,3,8
88,203,12,21.0,29,3,8
88,235,9,27.4,63,3,8
88,203,8,11.4,17,3,8
88,235,9,23.2,35,3,8
88,235,32,35.8,39,3,8
88,235,9,16.8,25,3,8
88,138,8,14.4,34,3,8
88,235,39,46.8,59,3,8
89,235,21,26.4,29,3,8
89,203,9,27.2,41,3,8
89,235,10,29.6,39,3,8
89,203,10,15.8,21,3,8
89,207,8,9.0,10,3,8
89,235,10,42.0,115,3,8
89,227,9,10.0,11,3,8
89,219,9,9.4,10,3,8
89,235,27,40.8,59,3,8
89,235,12,44.4,124,3,8
89,235,12,22.6,31,3,8
89,235,24,30.8,43,3,8
89,239,8,9.8,11,3,8
89,235,9,26.0,41,3,8
89,227,8,9.2,10,3,8
89,235,10,25.0,43,3,8
89,235,9,28.8,41,3,8
89,235,9,32.2,59,3,8
89,107,18,36.8,52,3,8
89,107,13,22.2,31,3,8
90,235,12,23.6,39,3,8
90,235,12,24.4,38,3,8
90,227,10,17.4,36,3,8
90,235,11,32.2,49,3,8
90,233,8,19.4,50,3,8
90,107,29,71.4,140,3,8
90,211,8,9.6,10,3,8
90,235,9,21.6,33,3,8
90,233,9,23.6,34,3,8
90,235,24,50.4,130,3,8
90,235,26,48.2,72,3,8
90,227,8,8.8,9,3,8
90,171,10,35.8,59,3,8
90,239,8,9.6,11,3,8
90,234,11,24.8,53,3,8
90,235,11,37.0,55,3,8
90,239,9,9.8,10,3,8
90,235,16,35.8,54,3,8
90,235,25,31.8,43,3,8
90,235,13,28.8,38,3,8
91,107,11,27.2,43,3,8
91,107,9,25.8,50,3,8
91,107,16,35.0,62,3,8
91,123,9,9.8,10,3,8
91,107,11,21.6,31,3,8
91,105,10,12.0,16,3,8
91,107,12,24.6,42,3,8
91,111,9,9.6,10,3,8
91,107,10,37.0,122,3,8
91,234,26,35.2,45,3,8
91,235,11,21.6,34,3,8
91,235,11,27.4,42,3,8
91,248,8,9.4,11,3,8
91,107,11,17.4,27,3,8
91,235,9,24.8,41,3,8
91,235,20,24.8,31,3,8
91,235,17,32.2,42,3,8
91,107,30,41.6,68,3,8
91,233,9,20.0,41,3,8
91,235,12,32.6,47,3,8
92,107,15,53.2,112,3,8
92,107,9,27.6,45,3,8
92,107,15,24.8,35,3,8
92,235,8,49.8,109,3,8
92,123,9,9.4,10,3,8
92,75,9,11.2,17,3,8
92,106,35,42.8,55,3,8
92,106,29,37.0,63,3,8
92,237,8,9.2,10,3,8
92,43,13,36.0,64,3,8
92,234,11,20.0,31,3,8
92,170,9,25.0,34,3,8
92,250,9,9.8,10,3,8
92,232,10,34.6,55,3,8
92,238,8,11.2,20,3,8
92,170,10,31.8,80,3,8
92,234,18,31.2,43,3,8
92,234,10,35.2,60,3,8
92,234,9,30.4,47,3,8
92,234,9,15.6,40,3,8
93,106,8,18.6,40,3,8
93,106,24,31.6,38,3,8
93,43,16,27.4,47,3,8
93,99,12,46.0,127,3,8
93,99,9,15.2,31,3,8
93,106,26,38.6,52,3,8
93,110,9,11.2,20,3,8
93,122,8,9.4,10,3,8
93,90,22,38.8,56,3,8
93,106,12,25.0,36,3,8
93,106,15,32.2,47,3,8
93,74,9,9.8,10,3,8
93,110,9,14.6,28,3,8
93,106,10,31.8,45,3,8
93,106,9,48.2,112,3,8
93,106,8,35.4,63,3,8
93,96,8,9.0,10,3,8
93,106,12,26.8,42,3,8
93,104,8,13.4,31,3,8
93,74,8,9.0,10,3,8
94,106,10,28.8,40,3,8
94,42,10,27.0,42,3,8
94,98,9,21.4,51,3,8
94,106,11,31.0,47,3,8
94,107,9,32.2,49,3,8
94,90,20,47.8,79,3,8
94,170,14,39.0,66,3,8
94,106,14,34.0,43,3,8
94,186,8,9.0,10,3,8
94,106,10,15.2,28,3,8
94,106,9,32.8,49,3,8
94,98,10,21.0,31,3,8
94,97,8,9.8,13,3,8
94,107,9,24.8,40,3,8
94,99,11,20.8,39,3,8
94,106,11,30.2,44,3,8
94,96,10,10.0,10,3,8
94,42,14,33.8,48,3,8
94,104,12,20.2,29,3,8
94,106,9,30.6,45,3,8
95,90,32,59.0,71,3,8
95,66,9,10.2,14,3,8
95,206,26,39.0,47,3,8
95,90,14,26.8,69,3,8
95,92,10,11.0,13,3,8
95,90,25,39.0,65,3,8
95,122,8,9.0,10,3,8
95,216,9,14.2,24,3,8
95,90,19,43.0,68,3,8
95,91,8,8.8,10,3,8
95,170,30,36.6,54,3,8
95,174,9,9.8,10,3,8
95,230,10,12.8,18,3,8
95,170,26,33.4,43,3,8
95,170,8,21.4,53,3,8
95,171,10,28.4,40,3,8
95,234,9,28.2,51,3,8
95,170,10,26.8,39,3,8
95,170,10,35.6,75,3,8
95,59,9,9.8,11,3,8
96,90,22,40.2,58,3,8
96,90,20,51.6,72,3,8
96,90,19,31.0,51,3,8
96,90,16,47.8,101,3,8
96,66,9,9.8,10,3,8
96,218,12,27.6,56,3,8
96,90,15,38.6,65,3,8
96,26,8,10.4,13,3,8
96,82,8,10.2,14,3,8
96,90,23,46.8,84,3,8
96,170,10,17.6,30,3,8
96,170,10,39.2,76,3,8
96,170,10,18.2,27,3,8
96,162,9,15.2,20,3,8
96,170,11,24.0,38,3,8
96,171,12,62.8,150,3,8
96,170,9,25.8,42,3,8
96,42,9,26.0,55,3,8
96,186,9,9.6,11,3,8
96,226,9,18.0,46,3,8
97,90,20,34.8,50,3,8
97,90,20,42.8,73,3,8
97,90,19,30.8,63,3,8
97,90,18,33.6,49,3,8
97,88,10,10.2,11,3,8
97,26,8,10.0,12,3,8
97,218,26,36.2,46,3,8
97,92,8,9.4,10,3,8
97,91,9,9.4,10,3,8
97,90,20,42.0,81,3,8
97,90,16,34.6,70,3,8
97,74,9,9.4,10,3,8
97,90,32,48.8,65,3,8
97,122,9,9.8,11,3,8
97,107,10,20.0,39,3,8
97,74,9,10.4,16,3,8
97,90,21,35.8,60,3,8
97,91,8,9.0,10,3,8
97,210,9,10.2,12,3,8
97,106,29,40.4,63,3,8
98,90,35,42.6,58,3,8
98,74,8,9.2,11,3,8
98,18,8,9.4,12,3,8
98,122,9,9.2,10,3,8
98,122,9,9.2,10,3,8
98,27,8,9.2,10,3,8
98,202,9,20.8,28,3,8
98,90,20,30.2,56,3,8
98,90,21,38.6,57,3,8
98,30,13,22.8,39,3,8
98,106,10,23.4,38,3,8
98,107,22,37.8,73,3,8
98,70,9,9.6,10,3,8
98,42,13,29.0,38,3,8
98,106,11,27.8,50,3,8
98,96,8,9.6,14,3,8
98,99,10,26.2,49,3,8
98,104,9,10.6,14,3,8
98,106,16,29.0,37,3,8
98,238,9,9.8,11,3,8
99,90,23,40.6,56,3,8
99,88,8,8.6,9,3,8
99,31,10,11.2,15,3,8
99,88,8,10.0,16,3,8
99,90,19,39.6,78,3,8
99,90,16,43.2,84,3,8
99,26,9,11.2,14,3,8
99,91,9,9.4,10,3,8
99,74,8,9.2,10,3,8
99,90,18,46.8,86,3,8
99,107,11,26.2,37,3,8
99,111,9,9.8,11,3,8
99,105,8,10.4,13,3,8
99,39,8,10.4,16,3,8
99,107,24,33.6,39,3,8
99,105,9,11.2,15,3,8
99,107,10,25.4,34,3,8
99,107,28,40.0,59,3,8
99,43,14,27.0,32,3,8
99,106,12,30.0,43,3,8
